#한 행이 하나다. 여러 파일 여러 배열에 흩어져 있던 것을 모은 것.
#값은 소스에 적힌 글자 그대로다. 이름을 숫자로 바꾸지 않는다.
#id는 계약이다. 중간에 끼우지 말고 항상 맨 끝에 (content/README.md).
#\N은 그 배열에 이 번호가 없다는 뜻이다.
id	enum_name	label	kind	value	hit_max	cooldown	icon	icon_kind	star	attack_type	host_obj	summon_enemy	hero_type	hero_skill	summon_x	bullet_obj	bullet_icon	equip1	equip2	equip3	equip4	equip5	equip6	dmg_pct
126	NPC_BUNNYGIRL_SKILL1	NPC_BUNNYGIRL_SKILL1	CREWBULLET	2	1	0	44	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	44	0	0	0	0	0	0	100
127	NPC_BUNNYGIRL_SKILL2	NPC_BUNNYGIRL_SKILL2	CREWBULLET	2	1	0	45	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	45	0	0	0	0	0	0	300
128	NPC_BUNNYGIRL_SKILL3	NPC_BUNNYGIRL_SKILL3	HEROSKILL	2	0	0	11	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_ROBIN17	0	0	45	0	0	0	0	0	0	100
129	NPC_KNIGHT_SKILL1	NPC_KNIGHT_SKILL1	CREWBULLET	2	1	0	78	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	78	0	0	0	0	0	0	100
130	NPC_KNIGHT_SKILL2	NPC_KNIGHT_SKILL2	CREWBULLET	2	1	0	79	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	79	0	0	0	0	0	0	300
131	NPC_KNIGHT_SKILL3	NPC_KNIGHT_SKILL3	HEROSKILL	2	0	0	6	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_MAXX11	0	0	79	0	0	0	0	0	0	100
132	NPC_DOG_SKILL1	NPC_DOG_SKILL1	CREWBULLET	2	1	0	76	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	76	0	0	0	0	0	0	100
133	NPC_DOG_SKILL2	NPC_DOG_SKILL2	CREWBULLET	2	1	0	77	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	77	0	0	0	0	0	0	300
134	NPC_DOG_SKILL3	NPC_DOG_SKILL3	SUMMON	2	0	0	ENEMY_PUMPKIN_GREEN	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_PUMPKIN_GREEN	0	0	0	0	77	0	0	0	0	0	0	100
135	NPC_MERCHANT_SKILL1	NPC_MERCHANT_SKILL1	CREWBULLET	2	0	0	0	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	0	0	0	0	0	0	0	100
136	NPC_MERCHANT_SKILL2	NPC_MERCHANT_SKILL2	CREWBULLET	2	0	0	1	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	1	0	0	0	0	0	0	100
137	NPC_MERCHANT_SKILL3	NPC_MERCHANT_SKILL3	CREWBULLET	2	0	0	2	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	2	0	0	0	0	0	0	100
138	NPC_CRAFTMAN_SKILL1	NPC_CRAFTMAN_SKILL1	CREWBULLET	2	1	0	72	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	72	0	0	0	0	0	0	100
139	NPC_CRAFTMAN_SKILL2	NPC_CRAFTMAN_SKILL2	CREWBULLET	2	1	0	73	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	73	0	0	0	0	0	0	300
140	NPC_CRAFTMAN_SKILL3	NPC_CRAFTMAN_SKILL3	SUMMON	2	0	0	ENEMY_GOLEM_GREEN	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_GOLEM_GREEN	0	0	0	0	73	0	0	0	0	0	0	100
141	NPC_MAP_SKILL1	NPC_MAP_SKILL1	CREWBULLET	2	1	0	46	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	46	0	0	0	0	0	0	100
142	NPC_MAP_SKILL2	NPC_MAP_SKILL2	CREWBULLET	2	1	0	47	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	47	0	0	0	0	0	0	300
143	NPC_MAP_SKILL3	NPC_MAP_SKILL3	SUMMON	2	0	0	ENEMY_SLING_PURPLE	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_SLING_PURPLE	0	0	0	0	47	0	0	0	0	0	0	100
144	NPC_USERQUEST_SKILL1	NPC_USERQUEST_SKILL1	CREWBULLET	2	1	0	110	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	110	0	0	0	0	0	0	100
145	NPC_USERQUEST_SKILL2	NPC_USERQUEST_SKILL2	CREWBULLET	2	1	0	111	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	111	0	0	0	0	0	0	300
146	NPC_USERQUEST_SKILL3	NPC_USERQUEST_SKILL3	HEROSKILL	2	0	0	15	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_DIANA14	0	0	111	0	0	0	0	0	0	100
147	NPC_TRAVEL_SKILL1	NPC_TRAVEL_SKILL1	CREWBULLET	2	1	0	26	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	26	0	0	0	0	0	0	100
148	NPC_TRAVEL_SKILL2	NPC_TRAVEL_SKILL2	CREWBULLET	2	1	0	27	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	27	0	0	0	0	0	0	300
149	NPC_TRAVEL_SKILL3	NPC_TRAVEL_SKILL3	SUMMON	2	0	0	ENEMY_LARVA_BLUE	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_LARVA_BLUE	0	0	0	0	27	0	0	0	0	0	0	100
150	NPC_GRANDMA_SKILL1	NPC_GRANDMA_SKILL1	CREWBULLET	2	1	0	4	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	4	0	0	0	0	0	0	100
151	NPC_GRANDMA_SKILL2	NPC_GRANDMA_SKILL2	CREWBULLET	2	1	0	5	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	5	0	0	0	0	0	0	300
152	NPC_GRANDMA_SKILL3	NPC_GRANDMA_SKILL3	SUMMON	2	0	0	ENEMY_SLIME_RED	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_SLIME_RED	0	0	0	0	5	0	0	0	0	0	0	100
153	NPC_FISHING_SKILL1	NPC_FISHING_SKILL1	CREWBULLET	2	1	0	86	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	86	0	0	0	0	0	0	100
154	NPC_FISHING_SKILL2	NPC_FISHING_SKILL2	CREWBULLET	2	1	0	87	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	87	0	0	0	0	0	0	300
155	NPC_FISHING_SKILL3	NPC_FISHING_SKILL3	SUMMON	2	0	0	ENEMY_FROG_GOLD	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_FROG_GOLD	0	0	0	0	87	0	0	0	0	0	0	100
156	NPC_INN_SKILL1	NPC_INN_SKILL1	CREWBULLET	2	0	0	0	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	0	0	0	0	0	0	0	100
157	NPC_INN_SKILL2	NPC_INN_SKILL2	CREWBULLET	2	0	0	1	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	1	0	0	0	0	0	0	100
158	NPC_INN_SKILL3	NPC_INN_SKILL3	CREWBULLET	2	0	0	2	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	2	0	0	0	0	0	0	100
159	NPC_NETITEM_SKILL1	NPC_NETITEM_SKILL1	CREWBULLET	2	1	0	68	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	68	0	0	0	0	0	0	100
160	NPC_NETITEM_SKILL2	NPC_NETITEM_SKILL2	CREWBULLET	2	1	0	69	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	69	0	0	0	0	0	0	300
161	NPC_NETITEM_SKILL3	NPC_NETITEM_SKILL3	SUMMON	2	0	0	ENEMY_MACHINE_GREEN	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_MACHINE_GREEN	0	0	0	0	69	0	0	0	0	0	0	100
162	NPC_MILESE_SKILL1	NPC_MILESE_SKILL1	CREWBULLET	2	1	0	20	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	20	0	0	0	0	0	0	100
163	NPC_MILESE_SKILL2	NPC_MILESE_SKILL2	CREWBULLET	2	1	0	21	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	21	0	0	0	0	0	0	300
164	NPC_MILESE_SKILL3	NPC_MILESE_SKILL3	HEROSKILL	2	0	0	12	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_DIANA8	0	0	21	0	0	0	0	0	0	100
165	NPC_DOBEL_SKILL1	NPC_DOBEL_SKILL1	CREWBULLET	2	1	0	52	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	52	0	0	0	0	0	0	100
166	NPC_DOBEL_SKILL2	NPC_DOBEL_SKILL2	CREWBULLET	2	1	0	53	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	53	0	0	0	0	0	0	300
167	NPC_DOBEL_SKILL3	NPC_DOBEL_SKILL3	HEROSKILL	2	0	0	6	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_DIANA6	0	0	53	0	0	0	0	0	0	100
168	NPC_GAGEL_SKILL1	NPC_GAGEL_SKILL1	CREWBULLET	2	1	0	54	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	54	0	0	0	0	0	0	100
169	NPC_GAGEL_SKILL2	NPC_GAGEL_SKILL2	CREWBULLET	2	1	0	55	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	55	0	0	0	0	0	0	300
170	NPC_GAGEL_SKILL3	NPC_GAGEL_SKILL3	HEROSKILL	2	0	0	30	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_MAXX9	0	0	55	0	0	0	0	0	0	100
171	NPC_MONICA_SKILL1	NPC_MONICA_SKILL1	CREWBULLET	2	1	0	48	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	48	0	0	0	0	0	0	100
172	NPC_MONICA_SKILL2	NPC_MONICA_SKILL2	CREWBULLET	2	1	0	49	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	49	0	0	0	0	0	0	300
173	NPC_MONICA_SKILL3	NPC_MONICA_SKILL3	SUMMON	2	0	0	ENEMY_CASTLE1_PURPLE	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_CASTLE1_PURPLE	0	0	0	0	49	0	0	0	0	0	0	100
174	NPC_SHIP_SKILL1	NPC_SHIP_SKILL1	CREWBULLET	2	0	0	33	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	33	0	0	0	0	0	0	100
175	NPC_SHIP_SKILL2	NPC_SHIP_SKILL2	CREWBULLET	2	0	0	34	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	34	0	0	0	0	0	0	100
176	NPC_SHIP_SKILL3	NPC_SHIP_SKILL3	CREWBULLET	2	0	0	35	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	35	0	0	0	0	0	0	100
177	NPC_SEASOLDIER_SKILL1	NPC_SEASOLDIER_SKILL1	CREWBULLET	2	1	0	18	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	18	0	0	0	0	0	0	100
178	NPC_SEASOLDIER_SKILL2	NPC_SEASOLDIER_SKILL2	CREWBULLET	2	1	0	19	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	19	0	0	0	0	0	0	300
179	NPC_SEASOLDIER_SKILL3	NPC_SEASOLDIER_SKILL3	HEROSKILL	2	0	0	17	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_ROBIN14	0	0	19	0	0	0	0	0	0	100
180	NPC_FRAUD_SKILL1	NPC_FRAUD_SKILL1	CREWBULLET	2	1	0	88	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	88	0	0	0	0	0	0	100
181	NPC_FRAUD_SKILL2	NPC_FRAUD_SKILL2	CREWBULLET	2	1	0	89	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	89	0	0	0	0	0	0	300
182	NPC_FRAUD_SKILL3	NPC_FRAUD_SKILL3	SUMMON	2	0	0	ENEMY_SLING_GOLD	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_SLING_GOLD	0	0	0	0	89	0	0	0	0	0	0	100
183	NPC_DARIAN_SKILL1	NPC_DARIAN_SKILL1	CREWBULLET	2	1	0	92	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	92	0	0	0	0	0	0	100
184	NPC_DARIAN_SKILL2	NPC_DARIAN_SKILL2	CREWBULLET	2	1	0	93	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	93	0	0	0	0	0	0	300
185	NPC_DARIAN_SKILL3	NPC_DARIAN_SKILL3	SUMMON	2	0	0	ENEMY_GIANT_GOLD	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_GIANT_GOLD	0	0	0	0	93	0	0	0	0	0	0	100
186	NPC_LUISE_SKILL1	NPC_LUISE_SKILL1	CREWBULLET	2	1	0	74	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	74	0	0	0	0	0	0	100
187	NPC_LUISE_SKILL2	NPC_LUISE_SKILL2	CREWBULLET	2	1	0	75	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	75	0	0	0	0	0	0	300
188	NPC_LUISE_SKILL3	NPC_LUISE_SKILL3	SUMMON	2	0	0	ENEMY_FAIRY_GREEN	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_FAIRY_GREEN	0	0	0	0	75	0	0	0	0	0	0	100
189	NPC_SEAUNCLE_SKILL1	NPC_SEAUNCLE_SKILL1	CREWBULLET	2	1	0	16	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	16	0	0	0	0	0	0	100
190	NPC_SEAUNCLE_SKILL2	NPC_SEAUNCLE_SKILL2	CREWBULLET	2	1	0	17	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	17	0	0	0	0	0	0	300
191	NPC_SEAUNCLE_SKILL3	NPC_SEAUNCLE_SKILL3	HEROSKILL	2	0	0	37	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_DIANA9	0	0	17	0	0	0	0	0	0	100
192	NPC_SEABOY_SKILL1	NPC_SEABOY_SKILL1	CREWBULLET	2	1	0	50	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	50	0	0	0	0	0	0	100
193	NPC_SEABOY_SKILL2	NPC_SEABOY_SKILL2	CREWBULLET	2	1	0	51	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	51	0	0	0	0	0	0	300
194	NPC_SEABOY_SKILL3	NPC_SEABOY_SKILL3	SUMMON	2	0	0	ENEMY_JELLYFISH_PURPLE	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_JELLYFISH_PURPLE	0	0	0	0	51	0	0	0	0	0	0	100
195	NPC_DONALD_SKILL1	NPC_DONALD_SKILL1	CREWBULLET	2	1	0	94	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	94	0	0	0	0	0	0	100
196	NPC_DONALD_SKILL2	NPC_DONALD_SKILL2	CREWBULLET	2	1	0	95	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	95	0	0	0	0	0	0	300
197	NPC_DONALD_SKILL3	NPC_DONALD_SKILL3	HEROSKILL	2	0	0	35	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_MAXX8	0	0	95	0	0	0	0	0	0	100
198	NPC_SCHOLAR_SKILL1	NPC_SCHOLAR_SKILL1	CREWBULLET	2	1	0	66	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	66	0	0	0	0	0	0	100
199	NPC_SCHOLAR_SKILL2	NPC_SCHOLAR_SKILL2	CREWBULLET	2	1	0	67	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	67	0	0	0	0	0	0	300
200	NPC_SCHOLAR_SKILL3	NPC_SCHOLAR_SKILL3	SUMMON	2	0	0	ENEMY_SNAIL_GREEN	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_SNAIL_GREEN	0	0	0	0	67	0	0	0	0	0	0	100
201	NPC_CHEF_SKILL1	NPC_CHEF_SKILL1	CREWBULLET	2	1	0	112	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	112	0	0	0	0	0	0	100
202	NPC_CHEF_SKILL2	NPC_CHEF_SKILL2	CREWBULLET	2	1	0	113	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	113	0	0	0	0	0	0	300
203	NPC_CHEF_SKILL3	NPC_CHEF_SKILL3	HEROSKILL	2	0	0	15	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_MAXX14	0	0	113	0	0	0	0	0	0	100
204	NPC_BISTRO_SKILL1	NPC_BISTRO_SKILL1	CREWBULLET	2	1	0	82	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	82	0	0	0	0	0	0	100
205	NPC_BISTRO_SKILL2	NPC_BISTRO_SKILL2	CREWBULLET	2	1	0	83	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	83	0	0	0	0	0	0	300
206	NPC_BISTRO_SKILL3	NPC_BISTRO_SKILL3	HEROSKILL	2	0	0	7	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_MAXX12	0	0	83	0	0	0	0	0	0	100
207	NPC_MAID_SKILL1	NPC_MAID_SKILL1	CREWBULLET	10	1	0	42	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	42	0	0	0	0	0	0	100
208	NPC_MAID_SKILL2	NPC_MAID_SKILL2	CREWBULLET	10	1	0	43	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	43	0	0	0	0	0	0	300
209	NPC_MAID_SKILL3	NPC_MAID_SKILL3	SUMMON	10	0	0	ENEMY_GHOST_PURPLE	ICONKIND_MONSTER	GRADE_NORMAL	0	SOLDIER	ENEMY_GHOST_PURPLE	0	0	0	0	43	0	0	0	0	0	0	100
210	NPC_ADELKNIGHT_SKILL1	NPC_ADELKNIGHT_SKILL1	CREWBULLET	10	1	0	38	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	38	0	0	0	0	0	0	100
211	NPC_ADELKNIGHT_SKILL2	NPC_ADELKNIGHT_SKILL2	CREWBULLET	10	1	0	39	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	39	0	0	0	0	0	0	300
212	NPC_ADELKNIGHT_SKILL3	NPC_ADELKNIGHT_SKILL3	HEROSKILL	10	0	0	10	ICONKIND_SKILL	GRADE_NORMAL	0	ROBIN	0	0	SKILL_ROBIN16	0	0	39	0	0	0	0	0	0	100
213	NPC_SEBASTIAN_SKILL1	NPC_SEBASTIAN_SKILL1	CREWBULLET	10	1	0	84	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	84	0	0	0	0	0	0	100
214	NPC_SEBASTIAN_SKILL2	NPC_SEBASTIAN_SKILL2	CREWBULLET	10	1	0	85	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	85	0	0	0	0	0	0	300
215	NPC_SEBASTIAN_SKILL3	NPC_SEBASTIAN_SKILL3	HEROSKILL	10	0	0	1	ICONKIND_SKILL	GRADE_NORMAL	0	ROBIN	0	0	SKILL_ROBIN7	0	0	85	0	0	0	0	0	0	100
216	NPC_NOBLEMAN_SKILL1	NPC_NOBLEMAN_SKILL1	CREWBULLET	10	1	0	64	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	64	0	0	0	0	0	0	100
217	NPC_NOBLEMAN_SKILL2	NPC_NOBLEMAN_SKILL2	CREWBULLET	10	1	0	65	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	65	0	0	0	0	0	0	300
218	NPC_NOBLEMAN_SKILL3	NPC_NOBLEMAN_SKILL3	SUMMON	10	0	0	ENEMY_KNIGHT_GREEN	ICONKIND_MONSTER	GRADE_NORMAL	0	SOLDIER	ENEMY_KNIGHT_GREEN	0	0	0	0	65	0	0	0	0	0	0	100
219	NPC_DELPIOS_SKILL1	NPC_DELPIOS_SKILL1	CREWBULLET	2	1	0	118	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	118	0	0	0	0	0	0	100
220	NPC_DELPIOS_SKILL2	NPC_DELPIOS_SKILL2	CREWBULLET	2	1	0	119	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	119	0	0	0	0	0	0	300
221	NPC_DELPIOS_SKILL3	NPC_DELPIOS_SKILL3	HEROSKILL	2	0	0	16	ICONKIND_SKILL	GRADE_NORMAL	MAXX_SKILL_SPLIT	ROBIN	0	0	SKILL_MAXX15	0	0	119	0	0	0	0	0	0	100
222	NPC_LORA_SKILL1	NPC_LORA_SKILL1	CREWBULLET	2	1	0	124	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	124	0	0	0	0	0	0	100
223	NPC_LORA_SKILL2	NPC_LORA_SKILL2	CREWBULLET	10	1	0	125	ICONKIND_BULLET	GRADE_NORMAL	0	0	0	0	0	0	ADDOBJ_SLING	125	0	0	0	0	0	0	300
224	NPC_LORA_SKILL3	NPC_LORA_SKILL3	SUMMON	10	0	0	ENEMY_BAHAMUT_BLACK	ICONKIND_MONSTER	GRADE_NORMAL	0	SOLDIER	ENEMY_BAHAMUT_BLACK	0	0	0	0	125	0	0	0	0	0	0	100
225	NPC_WITCH_SKILL1	NPC_WITCH_SKILL1	CREWBULLET	2	1	0	80	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	80	0	0	0	0	0	0	100
226	NPC_WITCH_SKILL2	NPC_WITCH_SKILL2	CREWBULLET	2	1	0	81	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	81	0	0	0	0	0	0	300
227	NPC_WITCH_SKILL3	NPC_WITCH_SKILL3	SUMMON	2	0	0	ENEMY_CASTLE1_GOLD	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_CASTLE1_GOLD	0	0	0	0	81	0	0	0	0	0	0	100
228	NPC_ELFGRANDFA_SKILL1	NPC_ELFGRANDFA_SKILL1	CREWBULLET	2	1	0	56	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	56	0	0	0	0	0	0	100
229	NPC_ELFGRANDFA_SKILL2	NPC_ELFGRANDFA_SKILL2	CREWBULLET	2	1	0	57	ICONKIND_BULLET	GRADE_NORMAL	MAXX_SKILL_SPLIT	0	0	0	0	0	ADDOBJ_SLING	57	0	0	0	0	0	0	300
230	NPC_ELFGRANDFA_SKILL3	NPC_ELFGRANDFA_SKILL3	SUMMON	2	0	0	ENEMY_CASTLE1_RED	ICONKIND_MONSTER	GRADE_NORMAL	MAXX_SKILL_SPLIT	SOLDIER	ENEMY_CASTLE1_RED	0	0	0	0	57	0	0	0	0	0	0	100
