#한 행이 하나다. 여러 파일 여러 배열에 흩어져 있던 것을 모은 것.
#값은 소스에 적힌 글자 그대로다. 이름을 숫자로 바꾸지 않는다.
#id는 계약이다. 중간에 끼우지 말고 항상 맨 끝에 (content/README.md).
#\N은 그 배열에 이 번호가 없다는 뜻이다.
id	enum_name	label	gold
2200			5807000
2201			7550000
2202			10570000
2203			15855000
2204			25368000
2205			7550000
2206			9815000
2207			13741000
2208			20612000
2209			32980000
2210			9815000
2211			12760000
2212			17864000
2213			26796000
2214			42874000
2215			12760000
2216			16588000
2217			23224000
2218			34836000
2219			55738000
2220			16588000
2221			21565000
2222			30191000
2223			45287000
2224			72460000
2225			5985000
2226			7781000
2227			10894000
2228			16341000
2229			26146000
2230			7781000
2231			10116000
2232			14163000
2233			21245000
2234			33992000
2235			10116000
2236			13151000
2237			18412000
2238			27618000
2239			44189000
2240			13151000
2241			17097000
2242			23936000
2243			35904000
2244			57447000
2245			17097000
2246			22227000
2247			31118000
2248			46677000
2249			74684000
2250			6663000
2251			8662000
2252			12127000
2253			18191000
2254			29106000
2255			8662000
2256			11261000
2257			15766000
2258			23649000
2259			37839000
2260			11261000
2261			14640000
2262			20496000
2263			30744000
2264			49191000
2265			14640000
2266			19032000
2267			26645000
2268			39968000
2269			63949000
2270			19032000
2271			24742000
2272			34639000
2273			51959000
2274			83135000
2275			6945000
2276			9029000
2277			12641000
2278			18962000
2279			30340000
2280			9029000
2281			11738000
2282			16434000
2283			24651000
2284			39442000
2285			11738000
2286			15260000
2287			21364000
2288			32046000
2289			51274000
2290			15260000
2291			19838000
2292			27774000
2293			41661000
2294			66658000
2295			19838000
2296			25790000
2297			36106000
2298			54159000
2299			86655000
2300			7213000
2301			9377000
2302			13128000
2303			19692000
2304			31508000
2305			9377000
2306			12191000
2307			17068000
2308			25602000
2309			40964000
2310			12191000
2311			15849000
2312			22189000
2313			33284000
2314			53255000
2315			15849000
2316			20604000
2317			28846000
2318			43269000
2319			69231000
2320			20604000
2321			26786000
2322			37501000
2323			56252000
2324			90004000
2325			7467000
2326			9708000
2327			13592000
2328			20388000
2329			32621000
2330			9708000
2331			12621000
2332			17670000
2333			26505000
2334			42408000
2335			12621000
2336			16408000
2337			22972000
2338			34458000
2339			55133000
2340			16408000
2341			21331000
2342			29864000
2343			44796000
2344			71674000
2345			21331000
2346			27731000
2347			38824000
2348			58236000
2349			93178000
2350			7667000
2351			9968000
2352			13956000
2353			20934000
2354			33495000
2355			9968000
2356			12959000
2357			18143000
2358			27215000
2359			43544000
2360			12959000
2361			16847000
2362			23586000
2363			35379000
2364			56607000
2365			16847000
2366			21902000
2367			30663000
2368			45995000
2369			73592000
2370			21902000
2371			28473000
2372			39863000
2373			59795000
2374			95672000
2375			8000000
2376			10400000
2377			14560000
2378			21840000
2379			34944000
2380			10400000
2381			13520000
2382			18928000
2383			28392000
2384			45428000
2385			13520000
2386			17576000
2387			24607000
2388			36911000
2389			59058000
2390			17576000
2391			22849000
2392			31989000
2393			47984000
2394			76775000
2395			22849000
2396			29704000
2397			41586000
2398			62379000
2399			99807000
2400			8667000
2401			11268000
2402			15776000
2403			23664000
2404			37863000
2405			11268000
2406			14649000
2407			20509000
2408			30764000
2409			49223000
2410			14649000
2411			19044000
2412			26662000
2413			39993000
2414			63989000
2415			19044000
2416			24758000
2417			34662000
2418			51993000
2419			83189000
2420			24758000
2421			32186000
2422			45061000
2423			67592000
2424			108148000
2425			9000000
2426			11700000
2427			16380000
2428			24570000
2429			39312000
2430			11700000
2431			15210000
2432			21294000
2433			31941000
2434			51106000
2435			15210000
2436			19773000
2437			27683000
2438			41525000
2439			66440000
2440			19773000
2441			25705000
2442			35987000
2443			53981000
2444			86370000
2445			25705000
2446			33417000
2447			46784000
2448			70176000
2449			112282000
2450			9334000
2451			12135000
2452			16989000
2453			25484000
2454			40775000
2455			12135000
2456			15776000
2457			22087000
2458			33131000
2459			53010000
2460			15776000
2461			20509000
2462			28713000
2463			43070000
2464			68912000
2465			20509000
2466			26662000
2467			37327000
2468			55991000
2469			89586000
2470			26662000
2471			34661000
2472			48526000
2473			72789000
2474			116463000
2475			9667000
2476			12568000
2477			17596000
2478			26394000
2479			42231000
2480			12568000
2481			16339000
2482			22875000
2483			34313000
2484			54901000
2485			16339000
2486			21241000
2487			29738000
2488			44607000
2489			71372000
2490			21241000
2491			27614000
2492			38660000
2493			57990000
2494			92784000
2495			27614000
2496			35899000
2497			50259000
2498			75389000
2499			120623000
